prediction_id,sector,old_fund_code,old_fund_name,new_fund_code,new_fund_name,reset_verified
5,军工,515000,科技ETF华宝,512680,军工ETF广发,False
7,医疗,512170,华宝中证医疗ETF,159877,医疗ETF南方,True
9,印度股,513520,,006105,宏利印度股票(QDII)A,True
72,医疗,512170,华宝中证医疗ETF,159877,医疗ETF南方,False
88,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,True
178,军工,512660,军工ETF国泰,512680,军工ETF广发,True
234,沪深300,508031,国泰海通城投宽庭保租房REIT,510300,沪深300ETF华泰柏瑞,False
378,创业板,159527,云计算ETF广发,159915,创业板ETF易方达,False
419,医疗,512170,华宝中证医疗ETF,159877,医疗ETF南方,True
488,CPO,515000,科技ETF华宝,159583,富国通信设备ETF,False
522,CPO,515000,科技ETF华宝,159583,富国通信设备ETF,True
540,上证指数,159943,,510210,上证指数ETF富国,False
556,红利,512890,红利低波ETF华泰柏瑞,515180,红利 ETF 易方达,False
598,大盘,159527,云计算ETF广发,510300,沪深300ETF华泰柏瑞,True
603,CPO,515000,科技ETF华宝,159583,富国通信设备ETF,False
671,SpaceX,515000,科技ETF华宝,159206,永赢国证商用卫星通信产业 ETF,True
761,CPO,515000,科技ETF华宝,159583,富国通信设备ETF,False
809,中报高增长,159527,云计算ETF广发,159259,- 成长ETF易方达,True
842,上证指数,159943,,510210,上证指数ETF富国,False
849,军工,512660,军工ETF国泰,512680,军工ETF广发,True
852,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,True
870,业绩板块,159527,云计算ETF广发,510880,华泰柏瑞上证红利ETF,True
895,医疗,512170,华宝中证医疗ETF,159877,医疗ETF南方,False
903,券商,512890,红利低波ETF华泰柏瑞,159842,券商ETF银华,True
909,大盘,159527,云计算ETF广发,510300,沪深300ETF华泰柏瑞,True
919,医疗,512170,华宝中证医疗ETF,159877,医疗ETF南方,False
930,上证指数,159943,,510210,上证指数ETF富国,True
946,券商,512890,红利低波ETF华泰柏瑞,159842,券商ETF银华,True
962,培育钻石,159928,消费ETF汇添富,516360,华宝中证新材料主题ETF,True
963,大盘,159527,云计算ETF广发,510300,沪深300ETF华泰柏瑞,True
964,大盘,159527,云计算ETF广发,510300,沪深300ETF华泰柏瑞,False
975,化工,003033,,516570,化工行业 ETF 易方达,True
991,质量成长,159527,云计算ETF广发,008528,华泰柏瑞质量成长A,False
997,存储,515000,科技ETF华宝,159995,华夏国证半导体芯片ETF,True
999,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,True
1005,医疗,512170,华宝中证医疗ETF,159877,医疗ETF南方,False
1012,医疗,512170,华宝中证医疗ETF,159877,医疗ETF南方,True
1031,中老登,563020,红利低波 ETF 易方达,512690,酒ETF鹏华,True
1032,创业板,508031,国泰海通城投宽庭保租房REIT,159915,创业板ETF易方达,False
1051,CPO,515000,科技ETF华宝,159583,富国通信设备ETF,True
1053,券商,512890,红利低波ETF华泰柏瑞,159842,券商ETF银华,True
1055,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,False
1061,市场,159527,云计算ETF广发,510050,华泰柏瑞上证50ETF,True
1069,传统老登,519670,银河行业混合A,512690,酒ETF鹏华,True
1094,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,False
1110,业绩和涨价线,003033,,512400,有色 ETF 南方,True
1114,PCB,515000,科技ETF华宝,515260,华宝中证电子50ETF,False
1129,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,False
1138,军工,512660,军工ETF国泰,512680,军工ETF广发,True
1141,CPO,515000,科技ETF华宝,159583,富国通信设备ETF,False
1142,老登,002273,,512690,酒ETF鹏华,False
1144,医疗,512170,华宝中证医疗ETF,159877,医疗ETF南方,True
1160,CPO,515000,科技ETF华宝,159583,富国通信设备ETF,True
1163,PCB,515000,科技ETF华宝,515260,华宝中证电子50ETF,False
1174,中证500,508031,国泰海通城投宽庭保租房REIT,510500,中证500ETF南方,True
1179,创业板,508031,国泰海通城投宽庭保租房REIT,159915,创业板ETF易方达,True
1222,创业板,159527,云计算ETF广发,159915,创业板ETF易方达,True
1224,军工,512660,军工ETF国泰,512680,军工ETF广发,True
1229,医疗,512170,华宝中证医疗ETF,159877,医疗ETF南方,False
1247,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,True
1249,存储,515000,科技ETF华宝,159995,华夏国证半导体芯片ETF,False
1251,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,True
1275,医疗,512170,华宝中证医疗ETF,159877,医疗ETF南方,True
1279,上证指数,159943,,510210,上证指数ETF富国,True
1280,上证指数,159943,,510210,上证指数ETF富国,True
1287,军工,512660,军工ETF国泰,512680,军工ETF广发,True
1289,医疗,512170,华宝中证医疗ETF,159877,医疗ETF南方,True
1323,军工,512660,军工ETF国泰,512680,军工ETF广发,True
1331,红利,512890,红利低波ETF华泰柏瑞,515180,红利 ETF 易方达,False
1335,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,False
1362,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,True
1366,创业板,159527,云计算ETF广发,159915,创业板ETF易方达,True
1371,化工,003033,,516570,化工行业 ETF 易方达,True
1373,医疗,512170,华宝中证医疗ETF,159877,医疗ETF南方,True
1393,军工,512660,军工ETF国泰,512680,军工ETF广发,True
1402,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,True
1434,中报预增,159527,云计算ETF广发,510880,华泰柏瑞上证红利ETF,True
1448,CPO,515000,科技ETF华宝,159583,富国通信设备ETF,False
1469,红利,512890,红利低波ETF华泰柏瑞,515180,红利 ETF 易方达,False
1470,创业板,159527,云计算ETF广发,159915,创业板ETF易方达,True
1476,有色金属,003033,,512400,有色 ETF 南方,True
1480,军工,512660,军工ETF国泰,512680,军工ETF广发,True
1507,券商,512890,红利低波ETF华泰柏瑞,159842,券商ETF银华,False
1515,医疗,512170,华宝中证医疗ETF,159877,医疗ETF南方,True
1520,市场,159527,云计算ETF广发,510050,华泰柏瑞上证50ETF,True
1521,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,True
1525,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,True
1544,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,True
1545,大盘,159527,云计算ETF广发,510300,沪深300ETF华泰柏瑞,True
1553,券商,512890,红利低波ETF华泰柏瑞,159842,券商ETF银华,True
1562,CPO,515000,科技ETF华宝,159583,富国通信设备ETF,True
1566,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,False
1569,全市场,159527,云计算ETF广发,159338,国泰中证A500ETF,True
1570,全市场,159527,云计算ETF广发,159338,国泰中证A500ETF,True
1582,CPO,515000,科技ETF华宝,159583,富国通信设备ETF,True
1588,医疗,512170,华宝中证医疗ETF,159877,医疗ETF南方,True
1590,军工,512660,军工ETF国泰,512680,军工ETF广发,True
1601,化工,003033,,516570,化工行业 ETF 易方达,True
1619,券商,512890,红利低波ETF华泰柏瑞,159842,券商ETF银华,True
1624,军工,512660,军工ETF国泰,512680,军工ETF广发,True
1644,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,True
1666,军工,512660,军工ETF国泰,512680,军工ETF广发,True
1667,上证指数,159943,,510210,上证指数ETF富国,True
1671,军工,512660,军工ETF国泰,512680,军工ETF广发,True
1674,军工,512660,军工ETF国泰,512680,军工ETF广发,True
1678,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,True
1680,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,True
1681,传媒,512980,传媒ETF广发,159805,传媒ETF鹏华,True
1682,券商,512890,红利低波ETF华泰柏瑞,159842,券商ETF银华,False
1687,韩国股市,513520,,513310,中韩半导体ETF（QDII）,True
1692,印度,513520,,006105,宏利印度股票(QDII)A,False
1702,CPO,515000,科技ETF华宝,159583,富国通信设备ETF,True
1703,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,True
1709,军工,512660,军工ETF国泰,512680,军工ETF广发,True
1734,红利,512890,红利低波ETF华泰柏瑞,515180,红利 ETF 易方达,False
1754,红利,512890,红利低波ETF华泰柏瑞,515180,红利 ETF 易方达,False
1759,券商,512890,红利低波ETF华泰柏瑞,159842,券商ETF银华,True
1769,韩国股市,513520,,513310,中韩半导体ETF（QDII）,True
1771,创业板,508031,国泰海通城投宽庭保租房REIT,159915,创业板ETF易方达,True
1773,大盘,508031,国泰海通城投宽庭保租房REIT,510300,沪深300ETF华泰柏瑞,True
1789,军工,512660,军工ETF国泰,512680,军工ETF广发,True
1803,上证指数,159943,,510210,上证指数ETF富国,True
1805,中字头,519670,银河行业混合A,512950,华夏中证央企结构调整 ETF,True
1806,上证指数,159943,,510210,上证指数ETF富国,True
1811,中证500,508031,国泰海通城投宽庭保租房REIT,510500,中证500ETF南方,False
1814,市场,159527,云计算ETF广发,510050,华泰柏瑞上证50ETF,True
1817,CPO,515000,科技ETF华宝,159583,富国通信设备ETF,True
1825,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,False
1834,沪深300,508031,国泰海通城投宽庭保租房REIT,510300,沪深300ETF华泰柏瑞,True
1836,券商,512890,红利低波ETF华泰柏瑞,159842,券商ETF银华,True
1837,市场,159527,云计算ETF广发,510050,华泰柏瑞上证50ETF,True
1846,化工,003033,,516570,化工行业 ETF 易方达,True
1851,互联网,515000,科技ETF华宝,517200,互联网ETF嘉实,True
1868,军工,512660,军工ETF国泰,512680,军工ETF广发,True
1871,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,True
1876,化工,003033,,516570,化工行业 ETF 易方达,True
1881,红利,510880,红利ETF华泰柏瑞,515180,红利 ETF 易方达,False
1882,创新药,512170,华宝中证医疗ETF,159992,创新药ETF银华,True
