fund_code,stored_name,official_name,verdict,reason
001309,德明利,东方红睿逸定开混合,not_a_fund,基金域这个码是另一只基金
002354,天娱数科,博时裕腾纯债债券A,not_a_fund,基金域这个码是另一只基金
